>ERR4453633.125494,ENST00000469269.1.S16,0
>ERR4453633.660938,ENST00000469269.1.S16,0
>ERR4453633.328058,ENST00000474024.5.S9,1
>ERR4453633.589852,ENST00000246069.12.S8,1
>ERR4453633.237981,ENST00000474024.5.S9,1
>ERR4453633.378964,ENST00000246069.12.S8,1
>ERR4453633.826465,ENST00000246069.12.S8,1
>ERR4453633.391598,ENST00000474024.5.S9,1
>ERR4453633.106885,ENST00000246069.12.S8,1
>ERR4453633.97744,ENST00000474024.5.S9,1
>ERR4453633.776584,ENST00000442551.5.S15,2
>ERR4453633.882840,ENST00000370873.9.S13,2
>ERR4453633.336872,ENST00000370873.9.S13,2
>ERR4453633.116630,ENST00000243997.8.S3,3
>ERR4453633.256996,ENST00000343986.9.S4,4
>ERR4453633.622868,ENST00000343986.9.S4,4
>ERR4453633.182603,ENST00000343986.9.S4,4
>ERR4453633.309283,ENST00000343986.9.S4,4
>ERR4453633.335716,ENST00000343986.9.S4,5
>ERR4453633.593757,ENST00000343986.9.S4,5
>ERR4453633.27965,ENST00000343986.9.S4,5
>ERR4453633.160906,ENST00000343986.9.S4,5
>ERR4453633.890601,ENST00000343986.9.S4,5
>ERR4453633.529991,ENST00000343986.9.S4,5
>ERR4453633.644452,ENST00000343986.9.S4,5
>ERR4453633.662626,ENST00000343986.9.S4,5
>ERR4453633.649310,ENST00000343986.9.S4,5
>ERR4453633.225229,ENST00000343986.9.S4,5
>ERR4453633.495233,ENST00000343986.9.S4,5
>ERR4453633.52037,ENST00000343986.9.S4,5
>ERR4453633.485545,ENST00000343986.9.S4,5
>ERR4453633.355572,ENST00000343986.9.S4,5
>ERR4453633.97965,ENST00000343986.9.S4,5
>ERR4453633.55500,ENST00000343986.9.S4,5
>ERR4453633.232226,ENST00000343986.9.S4,5
